ser,country,q101,q102,q103,q2011,q2012,q2013,q2014,q2015,q202,q204,q205,q206,q207,q210,q211,q212,q2131,q2132,q2133,q2134,q2135,q214,q215,q216,q217,q219,q221,q222,q224,q2251,q2252,q226,q227,q228,q2301,q2302,q2311,q2312,q2321,q2322,q2323,q2324,q234,q235,q236,q237,q238,q239,q240,q241,q242,q243,q244,q2451,q2452,q2453,q2454,q2461,q2462,q2463,q2464,q2471,q2472,q2473,q2474,q2475,q2476,q248withoutpalestine,q248donlypalestine,q249withoutpalestine,q249onlypalestine,q2501,q2502,q2511,q2512,q2513,q2514,q252,q253,q254,q2551,q2552,q2553,q2554,q2561,q2562,q2563,q2564,q2565,q2571,q2572,q301,q3021,q3022,q3031,q3032,q3033,q304,q305,q306,q4011,q4012,q4013,q4014,q4021,q4022,q4023,q501,q5021,q5022,q5023,q5024,q5025,q5026,q503,q5041,q5042,q5043,q5044,q5045,q5046,q5051,q5052,q5053,q5054,q5055,q5056,q5057,q5061,q5062,q5063,q5071,q5072,q5073,q5074,q5075,q601,q602,q6031,q6032,q6033,q6034,q6035,q604,q605,q606,q607,q608,q609,q610,q611,q612,q6131,q6132,q6133,q701,q701agecategories,q702,q703,q703dichotomous,q704,q705,q706,q707,q708,q709,q710,q711,q712,q713,q714,q714a,q715withoutmorocco,q716withoutmorocco,V715onlymorocco,V716onlymorocco,q715incomedeciles,q716incomedeciles,q717
681,7,4,5,1,4,4,4,4,4,1,2,2,1,2,2,4,1,4,3,3,3,4,4,2,2,3,4,3,5,5,2,1,1,1,2,3,3,100,100,1,2,2,2,2,8,3,3,7,2,8,2,4,10,5,3,4,2,2,1,2,99,99,4,4,4,4,3,5,2,100,1,100,3,100,3,4,1,2,3,3,4,2,2,2,1,1,2,1,1,3,98,98,2,100,100,2,2,1,2,3,2,3,3,2,98,2,3,3,4,4,3,1,1,1,1,7,3,3,2,3,1,4,2,2,3,4,1,1,4,3,3,3,4,4,3,4,2,3,4,1,3,2,1,3,100,100,100,100,1,100,2,3,2,2,2,3,21,1,2,6,1,2,3, , , ,1, ,1,1,1,2,99,7000,50000,100,100,1,7,10
603,7,4,5,2,1,4,4,1,1,1,1,1,1,1,1,4,1,5,1,2,5,5,4,4,3,1,3,3,5,5,1,1,2, ,1,2,2,100,100,1,1,1,3,4,5,5,10,98,1,98,1,1,1,1,1,4,2,98,2,1,4,1,4,4,4,3,2,3,2,100,3,100,4,100,4,4,4,4,4,4,4,1,1,1,1,2,2,1,1,2,2,1,3,100,100,1,2,1,4,1,1,4,2,1,1,4,1,1,2,1,2,3,2,2,1,1,4,4,3,4,3,4,4,3,1,2,2,1,4,1,1,1,1,4,4,4,4,2,4,1,1,2,2,1,100,100,100,100,1,100,2,1, ,4,4,2,32,2,1,7,1,2,4, , , ,2,13,1,1,1,3,1,28650, ,100,100,4.5, ,10
381,7,4,5,2,2,2,3,3,4,1,2,2,2,1,1,3,1,2,2,3,2,3,2,4,2,4,2,3,4,5,2,2,1,4,2,3,2,100,100,1,2,3,1,4,98,95,98,7,95,9,95,3,4,7,1,4,3,98,2,4,4,4,3,3,4,2,2,4,2,100,1,100,3,100,4,4,2,2,2,3,2,1,2,2,1,2,1,1,1,2,1,1,2,100,100,1,2,2,2,5,1,1,2,2,3,2,1,3,3,1,1,3,4,2,1,1,4,4,1,2,98,4,3,2,2,3,2,1,3,3,3,3,2,2,2,2,1,1,2,1,1,1,1,1,100,100,100,100,1,100,2,2, ,2,2,3,40,3,2,5,1,1, ,1,3,1,2,3,1,1,1,2,3,36000,75000,100,100,7,9,10
822,7,4,5,2,3,3,3,4,2,1,1,2,3,1,2,4,2,2,98,5,5,3,2,2,2,1,3,3,2,5,1,1,2, ,1,2,3,100,100,4,4,3,2,4,1,7,95,8,10,8,10,5,7,1,1,3,1,2,2,2,2,3,3,3,4,4,3,2,1,100,2,100,4,100,2,2,2,1,3,3,4,2,2,3,3,1,2,2,3,3,1,1,1,100,100,2,2,2,2,1,1,2,3,3,2,3,2,2,3,3,3,4,4,3,3,7,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,4,1,1,1,1,1,100,100,100,100,1,100,1,2, ,3,3,3,45,4,1,7,1,1, ,1,3,1,2,13,1,3,1,3,1,30000,30000,100,100,4.5,3,10
247,7,4,5,2,3,4,4,3,4,2,2,3,2,1,2,4,2,2,1,3,4,4,3,3,3,1,3,3,2,5,2,1,2, ,2,3,3,100,100,98,2,3,1,4,4,98,96,98,6,98,98,4,6,2,1,4,2,1,2,3,4,2,2,3,3,3,2,98,1,100,2,100,2,100,3,4,3,3,3,4,3,2,1,2,1,1,4,1,2,2,98,98,2,100,100,2,2,2,2,3,2,2,3,2,2,2,1,1,3,1,1,3,3,1,1,1,3,3,3,2,4,4,3,1,2,4,1,1,3,3,2,3,4,4,3,4,1,1,98,2,1,3,3,3,100,100,100,100,98,100,2,3,2,2,2,3,21,1,2,6,1,2,3, , , ,1, ,1,3,1,3,1, , ,100,100, , ,10
1073,7,4,5,2,4,2,4,1,4,2,1,3,4,1,1,4,1,3,5,4,4,4,3,2,2,1,4,98,2,5,1,2,1,6,1,3,1,100,100,2,99,3,2,98,96,96,96,98,96,96,95,95,99,6,1,2,3,2,3,4,4,1,2,3,3,2,2,2,2,100,1,100,2,100,3,3,2,2,3,2,3,1,2,1,1,2,1,1,2,1,1,1,2,100,100,2,2,2,3,1,1,3,3,2,2,2,2,3,1,1,1,4,4,1,1,1,3,3,1,2,1,4,3,2,1,1,3,1,4,2,3,1,2,98,98,98,2,3,3,1,1,1,1,1,100,100,100,100,2,100,2,2, ,3,3,4,25,2,1,4,1,2,3, , , ,1, ,1,3,1,2,1, ,40000,100,100, ,5,10
196,7,4,5,2,4,3,2,2,98,2,2,2,2,2,2,2,1,2,1,3,5,4,2,4,4, ,3,3,5,5,4,2,1,7,1,3,3,100,100,2,2,3,1,4,98,98,98,10,98,10,1,10,10,8,98,4,98,98,2,4,98,3,3,4,4,2,2,4,1,100,2,100,4,100,3,4,3,2,3,3,98,1,2,1,1,4,4,1,1,1,98,1,2,100,100,2,2,2,1,5,1,2,98,3,2,2,1,1,3,1,1,4,4,4,4,2,3,3,2,2,1,2,3,2,1,4,2,1,2,98,98,2,2,3,4,3,1,1,2,1,1,1,1,3,100,100,100,100,1,100,1,2, ,2,3,1,26,2,2,5,1,2,3, , , ,1, ,1,3,1,2,3, , ,100,100, , ,10
363,7,4,5,2,4,3,2,4,4,2,98,2,2,1,2,2,98,2,1,2,3,98,2,99,99, ,99,98,4,5,99,99,98, ,99,99,98,100,100,99,98,99,99,99,98,99,99,96,99,96,99,99,99,99,98,4,98,98,98,99,99,1,98,5,5,98,2,5,99,100, ,100, ,100,1,99,99,98,98,98,1,3,3,1,1,99,4,98,99,4,1,1,2,100,100,1,1,1,1,5,1,99,99,99,99,98,1,99,4,2,2,98,1,98,99,98,99,99,98,99,1,4,98,4,1,1,4,4,4,98,99,99,99,98,98,98,98,98,98,99,99,99,98,1,100,100,100,100,99,100,99,4,2,99,99,99,40,3,1,2,1,1, ,2,99,2,3, ,1,3,1,3,99,20000,20000,100,100,2,1,10
215,7,4,5,2,4,3,3,3,2,1,1,2,3,2,2,3,1,4,3,3,3,4,2,2,2,5,99,3,2,5,2,2,1,1,2,2,2,100,100,3,2,3,3,4,96,7,96,9,2,2,95,1,2,1,1,4,1,2,4,1,4,1,4,4,4,3,3,3,2,100,1,100,4,100,3,4,2,2,3,3,3,1,1,1,1,4,1,1,1,1,1,2,2,100,100,1,2,1,4,1,1,4,1,1,4,1,1,4,3,1,1,1,4,2,1,2,1,2,1,4,1,4,4,2,1,1,3,3,4,3,3,3,1,3,4,4,2,1,3,99,99,99,99,99,100,100,100,100,2,100,2,3,3,3,3,3,23,1,1,6,1,2,3, , , ,1, ,1,1,1,1,1,5000,50000,100,100,1,7,10
119,7,4,5,2,4,3,4,3,4,2,1,2,3,1,1,98,1,2,5,2,5,3,3,4,3,1,4,3,5,5,2,2,1,1,1,3,3,100,100,98,2,98,2,4,98,98,4,8,10,98,98,4,5,2,2,3,2,98,3,2,98,4,3,4,2,1,1,1,2,100,1,100,3,100,2,3,3,3,4,3,3,2,2,2,2,1,1,1,1,3,1,1,2,100,100,2,2,2,4,1,1,2,3,3,3,2,2,2,4,1,1,3,3,1,1,1,98,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3,1,98,1,1,3,3,3,100,100,100,100,1,100,2,2, ,3,2,3,27,2,2,6,1,2,2, , , ,2,4,1,2,1,2,1, ,50000,100,100, ,7,10
686,7,4,5,2,4,3,4,3,4,2,2,1,3,1,2,98,1,2,2,3,3,4,3,2,2,5,4,3,2,5,1,2,1,1,2,3,3,100,100,4,4,4,4,4,9,98,98,9,10,9,10,1,99,2,1,98,1,98,98,1,4,99,3,4,4,3,2,2,1,100,2,100,3,100,2,4,2,98,4,3,3,3,2,1,2,1,4,1,1,98,1,1,2,100,100,2,2,2,4,1,2,4,3,3,3,2,2,2,3,1,1,1,3,1,1,1,98,98,98,98,1,3,3,2,2,3,2,2,99,3,3,3,1,3,3,3,2,98,3,1,1,1,1,1,100,100,100,100,1,100,2,3,3,98,98,98,21,1,2,6,1,2,3, , , ,1, ,1,1,1,2,99, , ,100,100, , ,10
175,7,4,5,2,4,4,3,4,4,2,2,4,2,1,2,4,98,3,2,4,5,4,4,1,2,1,4,3,4,5,1,1,2, ,1,1,3,100,100,2,4,3,2,4,9,5,5,8,6,7,4,1,10,5,3,3,3,2,98,98,98,3,3,4,3,3,2,4,1,100,2,100,4,100,4,1,2,2,3,2,4,1,1,1,1,2,98,1,1,1,98,98,2,100,100,1,2,1,2,5,3,2,3,2,3,2,1,1,3,1,1,4,4,2,4,1,98,3,1,3,1,4,3,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,1,2,98,98,100,100,100,100,98,100,2,3,2,98,98,98,22,1,2,6,1,2,3, , , ,1, ,1,2,1,2,1,15000, ,100,100,1, ,10
902,7,4,5,2,4,4,4,4,3,2,1,2,4,2,2,4,2,2,1,2,3,4,4,1,2,99,5,4,1,99,2,2,2, ,2,99,2,100,100,4,2,4,2,4,96,95,95,10,95,9,1,6,10,2,1,4,3,4,4,3,4,1,4,4,4,4,3,2,1,100,2,100,4,100,4,1,2,4,4,3,4,2,1,1,1,1,2,4,1,4,2,1,2,100,100,2,2,2,3,1,1,3,2,1,4,4,1,3,4,1,1,4,4,3,1,1,3,4,1,2,4,2,4,1,1,3,3,3,4,1,1,1,1,1,1,1,3,1,4,2,99,2,2,1,100,100,100,100,1,100,2,1, ,4,3,4,25,2,1,6,1,1, ,1,4,2,1, ,1,1,1,3,1,120000,120000,100,100,10,10,10
374,7,4,5,2,4,4,4,4,4,2,2,2,2,2,2,4,1,4,3,2,4,4,3,2,3,97,1,3,5,5,2,1,2, ,2,3,3,100,100,3,2,2,2,4,98,98,98,98,98,98,98,95,1,1,1,4,1,3,2,2,4,4,3,4,4,4,4,4,1,100,2,100,4,100,1,1,1,1,4,3,4,1,1,1,1,2,1,1,1,1,1,1,2,100,100,1,2,2,1,2,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,3,3,3,1,1,1,1,3,1,1,1,1,1,3,3,100,100,100,100,1,100,2,2, ,1,2,1,21,1,2,5,1,2,3, , , ,1, ,1,3,1,2,1, ,40000,100,100, ,5,10
198,7,4,5,2,4,4,4,4,4,2,2,2,3,1,2,4,1,2,99,2,99,4,4,3,2,5,4,3,4,3,2,2,2, ,1,3,2,100,100,3,1,4,2,4,6,6,2,9,9,9,9,1,8,3,4,3,3,3,2,2,4,1,3,4,4,4,4,3,2,100,1,100,4,100,4,4,2,2,4,3,4,2,1,1,2,2,2,1,2,1,1,1,2,100,100,1,1,1,4,3,1,2,2,2,4,2,2,2,2,1,1,3,2,3,1,1,4,4,1,3,1,3,1,1,3,4,1,1,1,3,3,3,2,4,4,3,2,1,4,1,1,1,1,1,100,100,100,100,1,100,2,3,3,3,4,3,36,3,2,6,1,1, ,2,3,1,2,3,1,2,1,2,1, , ,100,100, , ,10
400,7,4,5,2,4,4,4,4,4,2,2,2,4,2,2,3,1,3,2,4,4,4,3,3,3,97,5,4,5,5,4,1,1,1,1,2,2,100,100,4,3,3,1,4,10,6,5,10,10,10,9,1,6,5,1,4,1,3,3,2,2,3,4,4,4,4,4,4,1,100,2,100,2,100,1,1,1,1,3,3,3,1,1,1,1,2,4,1,1,3,1,1,2,100,100,2,2,2,4,3,1,2,2,2,2,1,1,1,1,1,1,4,4,1,1,1,4,2,4,2,1,3,2,2,2,3,1,1,3,3,3,3,1,1,1,1,2,1,4,1,1,3,1,3,100,100,100,100,1,100,2,1, ,2,3,2,25,2,1,5,1,2,4, , , ,3, ,1,4,1,3,99, , ,100,100, , ,10
325,7,4,5,2,4,4,4,4,4,2,2,2,4,2,2,98,1,4,2,3,3,4,3,4,3,1,3,4,5,5,2,1,2, ,2,3,3,100,100,4,4,4,4,1,98,98,98,98,98,98,98,98,98,98,2,3,2,3,4,4,4,4,4,4,4,4,4,4,1,100,2,100,4,100,3,1,3,3,98,4,1,2,1,1,1,1,1,1,1,1,98,98,2,100,100,1,2,2,4,3,4,2,3,3,3,2,2,2,4,1,1,3,1,1,1,1,4,4,4,4,4,4,3,2,2,2,4,4,4,98,98,98,2,98,2,2,98,98,98,98,98,98,98,98,100,100,100,100,1,100,2,2, ,2,2,2,29,2,2,5,1,2,1, , , ,2,5,1,3,1,2,1, ,35000,100,100, ,5,10
329,7,4,5,2,4,4,4,4,4,2,2,3,2,1,1,4,1,4,5,5,2,5,4,3,3,98,4,4,5,5,2,3,2, ,98,2,3,100,100,2,2,2,2,1,96,95,95,96,2,5,5,1,1,1,1,4,3,1,1,2,4,1,5,4,4,4,4,4,2,100,1,100,4,100,1,1,1,1,4,4,4,1,1,1,1,4,4,4,4,4,98,1,2,100,100,1,1,1,4,3,4,1,4,4,1,1,1,4,1,1,1,1,4,2,1,1,4,3,98,1,1,4,1,1,4,4,1,1,4,1,1,1,4,4,4,4,2,98,3,1,2,3,98,98,100,100,100,100,2,100,2,2, ,98,98,98,38,3,2,1,0,2,2, , , ,2,3,1,2,1,2,3, ,20000,100,100, ,1,10
950,7,4,5,2,4,4,4,4,4,2,2,3,3,2,2,2,99,5,5,3,4,5,4,4,4, ,4,1,5,5,2,1,2, ,2,3,3,100,100,3,4,4,2,1,7,9,10,10,10,10,1,1,1,1,1,4,1,3,1,4,4,4,4,4,4,4,4,4,1,100,2,100,4,100,1,1,1,1,4,3,4,1,1,1,1,1,4,1,2,2,2,2,3,100,100,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,1,2,3,1,1,5,4,4,1,3,4,1,1,1,3,3,1,2,2,3,3,3,1,4,4,4,1,3,4,1,1,2,2,1,100,100,100,100,2,100,2,1, ,1,1,1,39,3,1,6,1,1, ,2,1,97,2,13,1,3,1,1,1,35000,20000,100,100,6,1,10
249,7,4,5,2,4,4,4,4,4,2,2,98,1,2,2,98,2,4,2,4,4,4,4,2,2,97,4,3,5,5,2,2,1,1,2,3,3,100,100,2,2,2,1,4,99,99,99,99,99,99,99,99,99,98,1,4,2,4,1,1,1,3,4,4,4,4,4,4,1,100,2,100,4,100,3,4,4,98,4,2,4,4,1,1,1,4,3,1,1,3,98,98,2,100,100,2,2,2,4,1,1,2,2,2,3,1,1,1,3,1,1,1,4,1,1,1,3,4,98,2,1,2,1,1,3,3,1,1,99,3,2,1,4,4,4,4,4,3,3,1,1,1,1,1,100,100,100,100,98,100,2,4,3,4,4,4,23,1,2,6,1,1, ,1,4,2,2,3,1,3,1,2,99, , ,100,100, , ,10
227,7,4,5,2,4,4,4,4,4,2,98,3,1,2,2,4,98,3,2,2,3,4,4,4,3,98,4,4,2,5,99,99,2, ,2,3,3,100,100,1,1,1,2,99,99,98,98,98,98,98,98,95,1,1,4,4,4,4,98,98,98,98,98,98,98,98,98,98,2,100,1,100,99,100,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,98,98,2,100,100,99,99,99,2,1,1,98,98,98,98,2,1,1,3,1,1,4,4,3,1,1,99,99,99,99,99,99,4,4,4,1,2,1,4,98,98,98,4,4,4,4,1,3,98,98,99,99,99,99,100,100,100,100,98,100,98,4,2,1,1,1,23,1,2,5,1,2,3, , , ,1, ,1,1,1,3,1,20000,100000,100,100,2,10,10
207,7,4,5,2,4,98,2,1,2,2,1,1,1,2,2,1,2,2,1,4,3,3,4,3,3,1,3,3,3,5,1,1,1,4,1,1,3,100,100,3,3,3,2,4,98,6,5,6,4,7,5,1,1,1,1,4,3,4,1,4,4,4,4,4,4,2,2,3,1,100,2,100,4,100,1,1,2,2,4,3,4,2,1,1,1,4,4,1,1,1,1,1,2,100,100,2,2,2,2,1,1,2,3,3,3,4,1,4,3,1,1,3,4,3,1,1,3,3,1,2,1,4,2,1,2,4,1,1,4,3,3,3,3,2,3,4,2,3,4,1,98,98,98,1,100,100,100,100,2,100,2,3,3,2,3,4,27,2,1,6,1,1, ,1,3,1,2,13,1,2,1,3,99,30000,30000,100,100,4.5,3,10
1059,7,4,5,2,4,98,2,1,2,2,1,1,3,1,2,1,2,2,1,4,3,3,4,3,3,1,4,3,3,5,1,1,1,4,1,1,3,100,100,3,3,3,2,4,98,98,96,98,8,98,8,1,7,1,1,4,3,4,1,4,4,4,4,4,4,2,2,3,1,100,2,100,2,100,1,1,2,2,4,3,4,2,2,2,2,4,4,1,1,1,1,1,2,100,100,2,2,2,2,1,1,2,3,3,3,4,1,4,3,1,1,3,4,1,1,1,3,3,1,2,1,4,2,1,2,4,1,1,4,3,3,3,3,2,4,3,2,3,4,1,98,98,98,1,100,100,100,100,98,100,2,3,3,2,3,4,29,2,2,6,1,1, ,1,3,1,2,3,1,1,1,2,99,30000,30000,100,100,4.5,3,10
436,7,4,5,2,98,4,4,4,4,2,1,2,2,2,2,98,1,3,1,3,2,4,3,3,3,1,2,4,5,5,4,1,2, ,2,3,3,100,100,2,3,3,2,3,96,96,96,96,10,96,10,5,5,3,3,4,2,3,2,4,4,4,3,4,4,3,2,3,1,100,2,100,3,100,3,4,3,1,1,3,4,1,1,1,1,3,2,1,1,1,98,98,2,100,100,1,2,2,2,3,3,4,4,4,4,1,1,1,1,1,1,2,2,2,1,6,3,3,2,2,1,1,1,1,1,4,1,1,4,2,3,3,2,2,3,3,2,3,3,1,1,2,2,1,100,100,100,100,2,100,2,3,3,2,2,2,37,3,2,4,1,2,2, , , ,3, ,1,2,1,2,1, ,20000,100,100, ,1,10
1098,7,4,5,2,99,99,99,4,4,2,98,3,2,1,1,4,98,2,2,2,4,98,3,3,3,1,3,98,5,5,3,99,2, ,1,3,3,100,100,2,1,1,98,98,5,98,95,10,10,10,10,2,5,2,1,3,98,98,98,98,98,2,3,4,3,2,1,98,1,100,2,100,4,100,3,4,1,2,4,3,4,1,98,98,98,99,98,98,98,98,1,1,2,100,100,1,2,1,98,6,1,2,2,2,4,2,1,98,2,1,1,1,3,4,3,7,4,4,2,4,1,4,4,4,2,2,3,3,4,2,2,1,1,3,3,98,99,98,98,2,2,3,3,2,100,100,100,100,98,100,2,3,3,4,4,98,25,2,1,3,1,1, ,97,12,1,2,13,1,3,1,1,99, , ,100,100, , ,10
604,7,4,5,3,1,3,3,1,4,2,2,1,3,1,2,1,1,5,5,5,5,5,2,4,4, ,2,98,5,5,98,98,99, ,1,2,3,100,100,98,98,98,98,4,98,98,98,98,98,98,98,10,10,5,1,4,98,98,98,98,4,1,3,3,3,2,2,2,1,100,3,100,4,100,3,3,3,3,4,2,1,1,1,1,1,4,4,3,1,1,98,1,2,100,100,98,2,98,99,5,1,98,98,2,2,98,1,98,3,1,1,3,3,2,1,7,3,98,98,4,98,4,4,4,1,1,3,1,4,98,98,1,98,98,3,3,98,3,98,1,3,3,3,3,100,100,100,100,2,100,2,1, ,3,3,3,80,7,1,1,0,2,4, , , ,2,7,1,1,1,3,1, , ,100,100, , ,10
318,7,4,5,3,2,3,3,3,2,2,1,2,2,2,2,98,1,2,2,3,3,3,3,3,2,4,99,3,3,5,2,1,99, ,1,3,3,100,100,99,99,4,1,4,5,8,95,9,9,95,5,10,10,5,1,4,98,98,2,4,4,98,3,3,4,3,2,4,2,100,1,100,4,100,2,4,2,2,3,2,4,2,2,1,3,4,3,1,2,3,98,98,3,100,100,99,99,99,99,5,1,98,3,3,3,98,98,98,2,99,99,99,2,2,1,1,4,4,98,99,98,1,2,2,98,4,1,1,3,3,3,3,2,2,1,1,3,3,3,99,1,1,1,1,100,100,100,100,1,100,99,4,2,2,2,2,41,3,1,7,1,1, ,1,3,1,2,13,1,2,1,3,99,45000,45000,100,100,8,6,10
983,7,4,5,3,3,3,4,3,98,2,2,4,2,1,2,98,98,3,3,4,98,5,4,4,98, ,98,4,5,5,4,2,2, ,1,3,99,100,100,99,99,98,98,4,98,98,96,98,99,98,99,95,98,96,2,4,98,98,99,98,4,4,4,4,3,4,4,5,1,100,2,100,4,100,4,4,4,98,98,3,4,1,2,1,2,2,3,1,1,2,1,1,2,100,100,98,99,98,98,1,2,2,98,99,2,2,1,1,98,1,1,4,4,3,1,1,99,98,1,2,99,4,3,2,1,4,2,2,2,98,3,99,3,4,4,3,2,3,98,99,99,98,98,3,100,100,100,100,98,100,98,4,2,3,99,98,21,1,2,5,1,2,2, , , ,1, ,1,1,1,2,1, , ,100,100, , ,10
182,7,4,5,3,3,4,4,3,4,99,2,2,3,1,2,2,98,1,2,2,5,5,3,3,4, ,4,3,5,5,4,2,2, ,1,2,3,100,100,2,3,1,1,4,98,1,1,9,9,9,9,1,1,1,1,4,3,4,1,4,4,4,4,4,4,4,3,3,2,100,1,100,4,100,3,3,3,3,4,3,4,2,1,2,1,4,4,1,1,1,98,1,5,100,100,2,2,1,1,5,1,1,2,3,1,2,1,1,3,1,1,3,2,1,1,2,2,2,1,3,2,3,1,1,3,4,1,1,3,3,3,3,3,4,4,4,1,1,4,2,1,1,1,1,100,100,100,100,1,100,2,3,3,4,3,2,30,2,2,6,1,1, ,1,3,1,2,2,1,2,1,2,99,32000,150000,100,100,6,10,10
1079,7,4,5,3,3,4,4,4,2,1,2,98,3,1,1,4,1,4,2,3,4,4,4,2,2,3,1,3,2,5,1,1,2, ,2,2,3,100,100,1,3,3,1,4,3,6,6,8,5,8,2,1,8,1,1,98,3,3,1,98,4,3,4,4,4,4,4,2,2,100,1,100,3,100,1,1,2,1,4,3,4,1,1,1,1,2,2,1,2,4,98,98,1,100,100,2,2,1,1,3,1,2,4,4,1,3,1,2,2,1,2,2,4,4,1,7,3,3,1,3,98,4,3,1,1,1,1,1,4,3,3,3,2,1,1,2,2,3,4,1,1,1,1,1,100,100,100,100,1,100,2,4,3,2,2,2,33,2,2,4,1,2,4, , , ,2,8,1,2,1,3,99,13000,30000,100,100,1,3,10
1081,7,4,5,3,3,4,4,4,98,2,2,2,2,1,2,2,1,2,2,2,4,4,3,2,2,3,5,4,3,5,1,1,2, ,1,1,1,100,100,3,2,3,1,4,96,96,1,96,10,96,8,4,10,2,1,4,3,4,1,3,4,4,4,4,4,3,3,4,1,100,2,100,3,100,4,4,2,2,3,3,4,1,2,1,2,4,4,2,2,3,1,1,5,100,100,2,2,2,3,5,1,2,3,3,2,3,2,3,2,2,2,3,2,2,1,7,3,3,2,2,2,2,3,2,2,3,3,2,4,3,3,3,2,3,4,3,2,3,3,1,1,1,1,3,100,100,100,100,1,100,2,3,3,3,2,3,36,3,1,6,1,1, ,1,3,1,2,3,1,3,1,3,1,38000,60000,100,100,7,8,10
685,7,4,5,3,4,2,1,4,4,2,2,3,2,1,2,4,2,4,2,3,4,4,3,3,2,1,4,3,2,5,4,1,1,1,1,3,1,100,100,2,1,4,1,4,99,96,95,9,98,8,95,95,5,1,2,2,4,4,2,4,4,4,4,4,4,4,2,4,2,100,1,100,3,100,4,4,3,4,2,4,4,1,1,1,1,4,4,4,1,1,1,1,2,100,100,1,2,2,1,1,4,1,4,2,2,2,1,1,2,1,1,2,4,1,1,1,4,4,1,2,2,2,4,1,1,4,1,1,4,1,2,3,1,1,1,1,4,2,3,2,2,2,2,2,100,100,100,100,1,100,2,4,2,3,2,2,20,1,2,4,1,2,3, , , ,1, ,1,1,1,2,1,7000, ,100,100,1, ,10
261,7,4,5,3,4,2,4,3,4,2,2,2,2,2,2,99,98,2,2,2,3,5,4,2,3,1,4,4,3,3,4,2,2, ,2,3,3,100,100,4,2,3,2,4,98,98,1,98,4,98,3,3,5,1,2,4,2,98,2,4,4,1,4,4,4,4,3,3,1,100,2,100,3,100,2,4,3,2,4,3,4,1,1,1,3,99,4,1,1,4,1,1,5,100,100,2,2,2,4,1,2,1,2,2,4,4,4,4,4,2,1,1,2,1,1,7,3,2,1,1,1,4,2,2,1,3,3,1,4,2,3,1,1,1,1,1,2,1,3,1,1,1,1,1,100,100,100,100,1,100,2,3,3,4,4,4,32,2,1,6,1,1, ,1,4,1,2,13,1,4,1,2,1,34000,34000,100,100,6,4,10
174,7,4,5,3,4,3,4,2,3,2,2,2,1,2,2,3,1,3,4,3,2,5,3,4,2,3,4,3,1,5,3,1,1,7,2,3,99,100,100,3,98,4,2,4,96,4,2,8,5,5,98,4,98,10,4,2,98,98,1,2,4,2,3,4,3,3,4,4,1,100,2,100,4,100,1,1,2,2,4,3,4,1,3,1,1,1,3,1,2,1,1,1,2,100,100,1,2,2,1,1,1,2,2,1,2,2,1,1,4,1,1,3,3,1,1,6,2,2,3,2,98,1,2,1,1,3,4,3,2,1,3,1,2,4,98,4,4,1,2,98,3,3,1,1,100,100,100,100,2,100,2,1, ,4,4,3,29,2,1,5,1,1, ,1,6,2,2,13,1,1,1,2,3, ,80000,100,100, ,9,10
968,7,4,5,3,4,3,4,3,4,2,2,3,2,98,2,98,98,3,2,3,5,3,3,4,4, ,4,3,98,5,98,98,2, ,1,3,3,100,100,98,98,99,2,4,96,98,96,98,98,98,96,95,98,98,2,3,3,98,98,98,98,98,4,4,3,4,3,2,1,100,2,100,4,100,3,4,4,3,98,3,4,1,2,1,1,3,4,1,1,2,2,1,2,100,100,1,98,98,2,5,2,2,98,98,2,2,1,2,3,1,1,4,3,2,1,1,98,99,1,98,3,4,98,1,1,4,2,2,2,3,3,98,2,4,3,3,2,98,99,98,98,98,98,2,100,100,100,100,98,100,2,3,3,98,98,98,24,1,1,4,1,2,3, , , ,1, ,1,1,1,3,1, , ,100,100, , ,10
262,7,4,5,3,4,3,4,3,4,2,2,98,2,2,2,98,98,2,1,3,3,5,3,4,4, ,5,98,5,5,4,2,2, ,2,3,3,100,100,4,3,3,2,4,98,98,98,98,98,98,98,98,7,2,4,4,2,98,98,98,98,1,4,4,4,4,3,3,1,100,2,100,4,100,2,4,3,98,4,3,4,1,1,1,1,4,4,1,1,4,98,98,5,100,100,2,2,2,3,1,2,2,3,2,4,4,1,4,4,2,1,1,2,1,1,7,3,2,1,2,98,3,2,2,2,4,2,1,2,2,3,1,1,1,1,1,2,1,3,1,1,1,1,1,100,100,100,100,1,100,2,3,3,4,4,4,23,1,1,6,1,2,4, , , ,2,4,1,2,1,2,1, , ,100,100, , ,10
